t01_smooth_or_features_a01_smooth_count,t01_smooth_or_features_a01_smooth_weight,t01_smooth_or_features_a01_smooth_fraction,t01_smooth_or_features_a01_smooth_weighted_fraction,t01_smooth_or_features_a01_smooth_debiased,t01_smooth_or_features_a02_features_or_disk_count,t01_smooth_or_features_a02_features_or_disk_weight,t01_smooth_or_features_a02_features_or_disk_fraction,t01_smooth_or_features_a02_features_or_disk_weighted_fraction,t01_smooth_or_features_a02_features_or_disk_debiased,target
39,39,0.907,0.907,0.89679354,1,1,0.023,0.023,0.0648132,0
45,44.15,0.978,0.978,0.84522146,1,1,0.022,0.022,0.35176837,0
56,54.341,0.918,0.924,0.924,2,2,0.033,0.034,0.034,0
46,46,0.939,0.939,0.853943,1,1,0.02,0.02,0.05811732,0
43,43,0.956,0.956,0.813766,1,1,0.022,0.022,0.08324091,0
36,35.628,0.973,0.973,0.9002103,1,1,0.027,0.027,0.11861148,0
40,40,0.833,0.846,0.846,2,2,0.042,0.042,0.042,0
41,41,0.804,0.82,0.82,5,5,0.098,0.1,0.1,0
42,42,0.778,0.804,0.804,8,7.054,0.148,0.135,0.135,0
42,42,0.977,0.999,0.999415,0,0,0,0,0,0
39,39,0.867,0.867,0.867,3,3,0.067,0.067,0.067,0
40,40,0.889,0.907,0.8455281,2,2,0.044,0.045,0.060706917,0
37,37,0.881,0.898,0.8833889,0,0,0,0,0,0
39,39,0.951,0.974,0.8132357,1,1,0.024,0.025,0.24751246,0
40,40,0.889,0.889,0.889,3,3,0.067,0.067,0.067,0
39,39,0.83,0.848,0.9080167,6,6,0.128,0.13,0.13398233,0
39,39,0.975,0.975,0.8011727,1,1,0.025,0.025,0.19864593,0
40,39.707,0.909,0.908,0.8325012,1,1,0.023,0.023,0.058147527,0
51,51,0.927,0.944,0.86128783,1,1,0.018,0.019,0.22141361,0
41,40.371,0.976,0.976,0.9791387,0,0,0,0,0,0
45,45,0.938,0.938,0.8642206,1,1,0.021,0.021,0.086610936,0
44,44,0.8,0.8,0.8,5,5,0.091,0.091,0.091,0
39,39,0.907,0.927,0.9205635,0,0,0,0,0,0
43,43,0.977,0.977,0.8267586,1,1,0.023,0.023,0.23203878,0
43,43,0.956,0.956,0.8001756,1,1,0.022,0.022,0.1799513,0
38,38,0.844,0.863,0.863,2,2,0.044,0.045,0.045,0
43,43,0.935,0.948,0.96962214,0,0,0,0,0,0
49,49,0.891,0.891,0.87394583,3,3,0.055,0.055,0.11733811,0
42,40.828,0.913,0.911,0.86296725,4,4,0.087,0.089,0.089,0
41,41,0.911,0.931,0.931,3,3,0.067,0.068,0.068,0
45,45,0.978,0.978,0.86151934,1,1,0.022,0.022,0.056435935,0
38,38,0.844,0.902,0.80487525,3,3,0.067,0.071,0.1401082,0
37,37,0.925,0.967,0.96395326,0,0,0,0,0,0
36,35.337,0.923,0.945,0.8078577,2,1.072,0.051,0.029,0.060816467,0
42,42,0.933,0.954,0.8426449,2,2,0.044,0.045,0.15138806,0
36,36,0.923,0.963,0.8065991,1,1,0.026,0.027,0.39352706,0
44,44,0.978,0.978,0.8798028,1,1,0.022,0.022,0.14901501,0
41,41,0.976,0.976,0.9787795,0,0,0,0,0,0
41,41,0.837,0.853,0.8023036,7,7,0.143,0.146,0.22837806,0
39,39,0.867,0.867,0.867,3,3,0.067,0.067,0.067,0
40,39.477,0.889,0.918,0.8415924,1,1,0.022,0.023,0.09453287,0
42,42,0.977,0.977,0.8880088,1,1,0.023,0.023,0.040622856,0
48,48,0.923,0.941,0.8491157,2,2,0.038,0.039,0.049762193,0
41,41,0.932,0.948,0.9117041,1,1,0.023,0.023,0.04129545,0
41,41,0.932,0.932,0.932,2,2,0.045,0.045,0.045,0
42,42,0.875,0.877,0.9294306,3,3,0.062,0.063,0.0663197,0
43,43,0.896,0.924,0.94589967,0,0,0,0,0,0
41,40.463,0.82,0.827,0.80444694,5,5,0.1,0.102,0.14243254,0
44,44,0.978,0.978,0.8986987,1,1,0.022,0.022,0.054379676,0
51,51,0.944,0.944,0.91251725,2,2,0.037,0.037,0.09626018,0
39,39,0.951,0.951,0.8850726,1,1,0.024,0.024,0.10339242,0
41,41,0.854,0.858,0.858,3,3,0.062,0.063,0.063,0
39,39,0.907,0.928,0.82235414,2,2,0.047,0.048,0.09700324,0
40,40,0.909,0.93,0.9689793,0,0,0,0,0,0
39,38.383,0.886,0.923,0.8249655,1,1,0.023,0.024,0.06917661,0
50,50,0.943,0.961,0.93936807,1,1,0.019,0.019,0.022938633,0
46,46,0.939,0.939,0.9148033,1,1,0.02,0.02,0.030531578,0
39,39,0.83,0.86,0.86,4,4,0.085,0.088,0.088,0
44,44,0.957,0.957,0.89315826,1,1,0.022,0.022,0.027716184,0
50,49.103,0.926,0.925,0.925,1,1,0.019,0.019,0.019,0
47,46.037,0.959,0.958,0.94348264,1,1,0.02,0.021,0.017458776,0
43,42.508,0.935,0.934,0.8194622,1,1,0.022,0.022,0.057202745,0
58,56.678,0.892,0.89,0.89,6,6,0.092,0.094,0.094,0
40,40,0.93,0.947,0.84879297,1,1,0.023,0.024,0.24281457,0
41,40.854,0.872,0.872,0.89316094,3,3,0.064,0.064,0.1248971,0
48,48,0.873,0.912,0.8005101,2,2,0.036,0.038,0.061856814,0
43,43,0.956,0.969,0.9769213,0,0,0,0,0,0
43,41.416,0.977,0.976,0.9725257,0,0,0,0,0,0
40,40,0.93,0.93,0.8268262,2,2,0.047,0.047,0.06539122,0
41,41,0.953,0.953,0.9515267,0,0,0,0,0,0
44,44,0.978,0.989,0.98926413,0,0,0,0,0,0
40,39.609,0.952,0.972,0.8454301,1,1,0.024,0.025,0.07594217,0
38,38,0.927,0.97,0.80351496,1,1,0.024,0.026,0.5105031,0
42,42,0.977,0.977,0.8221206,1,1,0.023,0.023,0.12942581,0
43,43,0.956,0.956,0.82551914,2,2,0.044,0.044,0.1788146,0
36,35.656,0.947,0.947,0.80071235,1,1,0.026,0.027,0.2117475,0
42,42,0.933,0.976,0.94631165,1,1,0.022,0.023,0.036866367,0
36,36,0.947,0.947,0.8224668,1,1,0.026,0.026,0.31482226,0
41,41,0.911,0.941,0.82790726,2,1.492,0.044,0.034,0.13690695,0
40,40,0.952,0.952,0.90901965,1,1,0.024,0.024,0.043029565,0
42,40.687,0.933,0.953,0.8370352,1,1,0.022,0.023,0.10882778,0
33,33,0.786,0.805,0.805,6,6,0.143,0.146,0.146,0
35,35,0.833,0.856,0.82464087,1,1,0.024,0.024,0.06488622,0
40,40,0.87,0.87,0.818424,2,2,0.043,0.043,0.16526048,0
41,41,0.932,0.953,0.8392469,1,1,0.023,0.023,0.08831994,0
41,41,0.911,0.911,0.88539064,1,1,0.022,0.022,0.03863727,0
40,40,0.889,0.889,0.90494716,2,2,0.044,0.044,0.03216469,0
44,44,1,1,1,0,0,0,0,0,0
40,40,0.93,0.941,0.8253576,1,1,0.023,0.024,0.09046244,0
29,28.931,0.69,0.69,0.814467,9,9,0.214,0.215,0.17481531,0
43,43,0.956,0.956,0.8359031,1,1,0.022,0.022,0.1525337,0
42,42,0.875,0.903,0.9177753,0,0,0,0,0,0
42,41.591,0.913,0.912,0.912,4,4,0.087,0.088,0.088,0
42,42,0.955,0.955,0.8296422,1,1,0.023,0.023,0.061646797,0
40,40,0.93,0.93,0.8339073,1,1,0.023,0.023,0.065558314,0
38,38,0.864,0.864,0.864,3,3,0.068,0.068,0.068,0
43,43,0.935,0.949,0.8406818,1,1,0.022,0.022,0.084122434,0
37,37,0.925,0.925,0.92067623,0,0,0,0,0,0
40,40,0.889,0.928,0.928,4,3.068,0.089,0.071,0.071,0
40,39.371,0.889,0.887,0.887,2,2,0.044,0.045,0.045,0
40,40,0.93,0.952,0.87921005,1,1,0.023,0.024,0.12648359,0
40,40,0.889,0.889,0.8220037,2,2,0.044,0.044,0.07234869,0
39,39,0.867,0.875,0.875,4,4,0.089,0.09,0.09,0
44,44,0.863,0.876,0.89621806,0,0,0,0,0,0
45,44.879,0.957,0.992,0.9916041,0,0,0,0,0,0
39,39,0.907,0.907,0.907,2,2,0.047,0.047,0.047,0
44,44,0.917,0.921,0.936577,1,1,0.021,0.021,0.043296866,0
35,35,0.795,0.823,0.88828003,0,0,0,0,0,0
40,40,0.889,0.908,0.8752911,3,2.072,0.067,0.047,0.09556218,0
41,41,0.932,0.932,0.82504064,1,1,0.023,0.023,0.27826092,0
36,35.212,0.818,0.815,0.86816263,5,5,0.114,0.116,0.086739935,0
38,37.192,0.844,0.881,0.881,1,1,0.022,0.024,0.024,0
42,42,0.913,0.933,0.95547855,0,0,0,0,0,0
42,42,0.913,0.913,0.913,2,2,0.043,0.043,0.043,0
38,38,0.905,0.905,0.92371786,0,0,0,0,0,0
39,38.6,0.907,0.92,0.82073706,2,2,0.047,0.048,0.15386122,0
47,47,0.87,0.87,0.8138503,2,2,0.037,0.037,0.046247363,0
46,45.311,0.939,0.972,0.97000986,0,0,0,0,0,0
40,40,0.889,0.889,0.846664,3,3,0.067,0.067,0.08583806,0
28,28,0.933,0.933,0.8420264,1,1,0.033,0.033,0.20842761,0
39,39,0.929,0.929,0.86322266,1,1,0.024,0.024,0.08241443,0
43,43,0.741,0.768,0.8507309,8,8,0.138,0.143,0.116520725,0
44,44,0.936,0.938,0.83347124,1,1,0.021,0.021,0.063558504,0
42,42,0.977,0.977,0.90674067,1,1,0.023,0.023,0.029171934,0
49,49,0.925,0.942,0.8020716,3,3,0.057,0.058,0.074027024,0
39,39,0.867,0.867,0.8993983,3,3,0.067,0.067,0.046532564,0
38,38,0.95,0.95,0.9046147,1,1,0.025,0.025,0.09473323,0
43,43,0.935,0.955,0.83521974,1,1,0.022,0.022,0.15250096,0
42,42,0.955,0.955,0.8724058,1,1,0.023,0.023,0.14453746,0
39,39,0.886,0.886,0.8371459,1,1,0.023,0.023,0.080258496,0
37,36.185,0.841,0.863,0.8433088,2,2,0.045,0.048,0.06099436,0
41,40.024,0.976,0.976,0.8332093,1,1,0.024,0.024,0.37233403,0
41,41,0.854,0.872,0.80775356,4,4,0.083,0.085,0.19706517,0
38,38,0.864,0.864,0.8017523,6,6,0.136,0.136,0.2357898,0
41,41,0.911,0.911,0.8397389,2,2,0.044,0.044,0.16617201,0
50,50,0.962,0.962,0.8497902,1,1,0.019,0.019,0.1881075,0
39,39,0.78,0.815,0.815,5,5,0.1,0.105,0.105,0
40,40,0.909,0.909,0.8185762,1,1,0.023,0.023,0.25122055,0
42,42,0.875,0.891,0.82200116,3,3,0.062,0.064,0.11056372,0
42,42,0.933,0.933,0.88163346,3,3,0.067,0.067,0.14021583,0
34,34,0.872,0.903,0.82765406,1,0.573,0.026,0.015,0.27941707,0
42,41.062,0.933,0.932,0.87716764,1,1,0.022,0.023,0.09856989,0
40,40,0.889,0.927,0.8970624,1,1,0.022,0.023,0.09246846,0
46,46,0.958,0.958,0.8260799,1,1,0.021,0.021,0.32400104,0
39,38.36,0.867,0.884,0.870628,3,3,0.067,0.069,0.10197772,0
42,41.158,0.977,0.976,0.8257135,1,1,0.023,0.024,0.077487625,0
41,41,0.872,0.888,0.83565444,0,0,0,0,0,0
39,39,0.867,0.877,0.877,1,1,0.022,0.022,0.022,0
45,45,0.957,0.957,0.8473975,2,2,0.043,0.043,0.05512466,0
40,40,0.909,0.932,0.9218617,0,0,0,0,0,0
42,42,0.933,0.942,0.89080626,1,1,0.022,0.022,0.030876154,0
36,36,0.947,0.971,0.84965247,1,1,0.026,0.027,0.2639316,0
43,43,0.977,0.977,0.9747922,0,0,0,0,0,0
41,41,0.891,0.911,0.9184273,1,1,0.022,0.022,0.10368054,0
31,31,0.886,0.91,0.91,1,1,0.029,0.029,0.029,0
42,42,0.913,0.929,0.8714709,1,1,0.022,0.022,0.027540501,0
41,41,0.953,0.962,0.95621216,0,0,0,0,0,0
42,42,0.977,0.977,0.83046734,1,1,0.023,0.023,0.12301249,0
39,39,0.83,0.847,0.847,6,6,0.128,0.13,0.13,0
45,45,0.9,0.9,0.8943614,0,0,0,0,0,0
38,38,0.864,0.864,0.83032244,2,2,0.045,0.045,0.1167463,0
49,49,0.925,0.925,0.8393421,2,2,0.038,0.038,0.040738694,0
46,46,0.92,0.92,0.87937653,1,1,0.02,0.02,0.034428217,0
48,47.257,0.941,0.943,0.943,1,1,0.02,0.02,0.02,0
44,44,0.978,0.978,0.8846587,1,1,0.022,0.022,0.15812115,0
42,42,0.955,0.975,0.96155536,0,0,0,0,0,0
40,40,0.976,0.976,0.8161243,1,1,0.024,0.024,0.08969012,0
45,45,0.918,0.918,0.8136526,1,1,0.02,0.02,0.052499775,0
35,35,0.875,0.92,0.92,3,2.01,0.075,0.053,0.053,0
39,38.123,0.867,0.864,0.81578624,2,2,0.044,0.045,0.076063134,0
39,38.343,0.867,0.891,0.8727437,3,3,0.067,0.07,0.10069621,0
46,45.169,0.902,0.916,0.8027747,2,2,0.039,0.041,0.1349442,0
39,38.783,0.886,0.906,0.8392558,2,2,0.045,0.047,0.09190908,0
43,43,0.935,0.935,0.95575786,2,2,0.043,0.043,0.044456955,0
39,39,0.848,0.848,0.90264463,5,5,0.109,0.109,0.08068159,0
44,44,0.936,0.936,0.9073272,1,1,0.021,0.021,0.0848852,0
43,43,0.935,0.972,0.972,1,1,0.022,0.023,0.023,0
40,39.676,0.952,0.952,0.84373754,2,2,0.048,0.048,0.06695378,0
44,44,0.978,0.978,0.87495595,1,1,0.022,0.022,0.06376179,0
35,35,0.897,0.968,0.89435774,1,1,0.026,0.028,0.122561246,0
47,47,0.959,0.959,0.9509417,0,0,0,0,0,0
39,39,0.929,0.929,0.8286934,1,1,0.024,0.024,0.2632312,0
42,42,0.933,0.933,0.91610897,2,2,0.044,0.044,0.072341256,0
41,40.548,0.82,0.845,0.845,3,3,0.06,0.063,0.063,0
40,38.585,0.952,0.958,0.84635943,1,1,0.024,0.025,0.27806413,0
38,38,0.905,0.905,0.80095166,2,2,0.048,0.048,0.18764094,0
43,43,1,1,1,0,0,0,0,0,0
39,39,0.907,0.907,0.8063019,2,2,0.047,0.047,0.06512563,0
46,45.185,0.902,0.906,0.88567406,2,2,0.039,0.04,0.097762115,0
38,37.591,0.844,0.843,0.8649892,5,5,0.111,0.112,0.21186554,0
40,40,0.87,0.87,0.81013596,5,5,0.109,0.109,0.12611727,0
44,44,0.978,0.978,0.9772917,0,0,0,0,0,0
44,43.301,0.898,0.896,0.85676706,5,5,0.102,0.104,0.0987977,0
51,51,0.879,0.879,0.879,5,5,0.086,0.086,0.086,0
36,36,0.923,0.923,0.8002697,1,1,0.026,0.026,0.12203632,0
44,44,0.917,0.935,0.935,0,0,0,0,0,0
43,43,0.956,0.97,0.9646934,0,0,0,0,0,0
35,35,0.875,0.897,0.897,4,4,0.1,0.102,0.102,0
37,36.09,0.804,0.818,0.818,6,6,0.13,0.136,0.136,0
41,41,0.953,0.97,0.8614032,1,1,0.023,0.024,0.06332223,0
40,40,0.952,0.952,0.94552493,0,0,0,0,0,0
43,41.849,0.956,0.954,0.954,2,2,0.044,0.046,0.046,0
44,44,0.917,0.917,0.90153444,0,0,0,0,0,0
45,45,0.918,0.918,0.81142855,3,3,0.061,0.061,0.22322547,0
43,43,0.915,0.93,0.879649,3,3,0.064,0.065,0.13411514,0
43,43,0.896,0.904,0.904,2,2,0.042,0.042,0.042,0
41,41,0.932,0.952,0.8775014,1,1,0.023,0.023,0.03997644,0
43,43,1,1,1,0,0,0,0,0,0
38,38,0.884,0.926,0.91663736,2,2,0.047,0.049,0.068429716,0
41,40.449,0.872,0.871,0.8497988,4,4,0.085,0.086,0.12267746,0
33,33,0.733,0.733,0.8357228,8,8,0.178,0.178,0.15349713,0
39,38.772,0.886,0.886,0.90836227,3,3,0.068,0.069,0.078064166,0
43,43,0.935,0.955,0.80487734,1,1,0.022,0.022,0.35156038,0
43,43,0.956,0.956,0.86413884,1,1,0.022,0.022,0.13290311,0
42,42,0.977,0.977,0.97467256,0,0,0,0,0,0
36,36,0.8,0.817,0.817,5,5,0.111,0.113,0.113,0
40,39.609,0.93,0.975,0.8201704,1,1,0.023,0.025,0.2711917,0
41,40.573,0.953,0.953,0.82399565,1,1,0.023,0.023,0.11912672,0
39,39,0.975,0.975,0.8947697,1,1,0.025,0.025,0.12544653,0
43,42.001,0.956,0.955,0.95604426,0,0,0,0,0,0
39,39,0.867,0.867,0.82147187,2,2,0.044,0.044,0.05206534,0
50,50,0.943,0.961,0.97497064,0,0,0,0,0,0
39,39,0.886,0.886,0.886,3,3,0.068,0.068,0.068,0
39,39,0.886,0.886,0.8450136,1,1,0.023,0.023,0.07613672,0
51,50.442,0.962,0.973,0.9704903,0,0,0,0,0,0
43,43,0.878,0.896,0.94403195,4,4,0.082,0.083,0.057102326,0
42,42,0.894,0.894,0.8031366,2,2,0.043,0.043,0.14710139,0
38,38,0.95,0.95,0.92891693,0,0,0,0,0,0
44,44,0.898,0.924,0.88070184,1,1,0.02,0.021,0.07596877,0
41,41,0.953,0.959,0.80956244,1,1,0.023,0.023,0.23038694,0
37,37,0.881,0.921,0.8192407,1,1,0.024,0.025,0.27039483,0
37,37,0.841,0.857,0.857,3,3,0.068,0.069,0.069,0
41,41,0.932,0.932,0.8944278,2,2,0.045,0.045,0.11473719,0
41,41,0.932,0.975,0.98601663,0,0,0,0,0,0
51,51,0.895,0.895,0.8678233,3,3,0.053,0.053,0.043202285,0
38,38,0.864,0.864,0.84317183,2,2,0.045,0.045,0.036946833,0
36,36,0.8,0.8,0.8276731,6,6,0.133,0.133,0.24064532,0
41,41,0.976,0.976,0.8307142,1,1,0.024,0.024,0.43670896,0
37,37,0.881,0.895,0.8478692,1,1,0.024,0.024,0.09159632,0
40,39.123,0.909,0.916,0.8033796,1,1,0.023,0.023,0.38624576,0
53,52.435,0.93,0.946,0.946,0,0,0,0,0,0
40,40,0.909,0.949,0.85660446,1,1,0.023,0.024,0.046136938,0
41,40.268,0.953,0.953,0.94579184,0,0,0,0,0,0
38,38,0.905,0.945,0.9561624,0,0,0,0,0,0
41,40.573,0.953,0.974,0.96276516,0,0,0,0,0,0
35,35,0.795,0.795,0.88309914,6,6,0.136,0.136,0.14274952,0
47,47,0.94,0.94,0.805834,3,3,0.06,0.06,0.09105703,0
41,41,0.953,0.975,0.9712177,0,0,0,0,0,0
43,43,0.956,0.956,0.822784,1,1,0.022,0.022,0.14297584,0
45,45,0.918,0.943,0.9008476,1,1,0.02,0.021,0.02681075,0
43,43,0.915,0.915,0.88401836,2,2,0.043,0.043,0.087950975,0
41,40.477,0.932,0.947,0.88009876,1,1,0.023,0.023,0.09053772,0
42,42,0.875,0.875,0.8308615,4,4,0.083,0.083,0.096233085,0
39,39,0.907,0.907,0.870097,1,1,0.023,0.023,0.10223388,0
40,40,0.976,0.976,0.9719886,0,0,0,0,0,0
35,35,0.761,0.777,0.81888366,5,5,0.109,0.111,0.08392544,0
43,43,0.977,0.977,0.8072754,1,1,0.023,0.023,0.28993323,0
38,38,0.884,0.904,0.87273645,2,2,0.047,0.048,0.11625012,0
54,54,0.947,0.962,0.85067046,2,2,0.035,0.036,0.0955177,0
36,35.377,0.8,0.797,0.8620066,4,4,0.089,0.09,0.07288673,0
42,42,0.955,0.955,0.8374778,1,1,0.023,0.023,0.069785126,0
36,35.212,0.783,0.801,0.801,1,1,0.022,0.023,0.023,0
37,37,0.804,0.839,0.90467197,4,4,0.087,0.091,0.0769416,0
40,40,0.952,0.966,0.80251217,1,1,0.024,0.024,0.27373058,0
39,38.415,0.867,0.865,0.8496353,3,3,0.067,0.068,0.096579276,0
42,42,0.933,0.933,0.933,1,1,0.022,0.022,0.022,0
37,37,0.841,0.841,0.81818014,1,1,0.023,0.023,0.0356052,0
40,40,0.889,0.913,0.84080696,1,1,0.022,0.023,0.1864082,0
51,51,0.944,0.949,0.87649465,2,2,0.037,0.037,0.13356675,0
38,38,0.905,0.908,0.8877189,0,0,0,0,0,0
39,39,0.848,0.866,0.866,4,4,0.087,0.089,0.089,0
31,31,0.912,0.936,0.9217579,0,0,0,0,0,0
42,40.906,0.913,0.911,0.88770086,0,0,0,0,0,0
42,41.185,0.977,0.976,0.9722831,0,0,0,0,0,0
49,48.049,0.907,0.906,0.86252326,3,3,0.056,0.057,0.13897136,0
42,42,0.933,0.933,0.95547855,0,0,0,0,0,0
47,46.854,0.979,0.979,0.9327642,1,1,0.021,0.021,0.06442491,0
31,31,0.861,0.895,0.8776395,0,0,0,0,0,0
41,41,0.976,0.976,0.80578357,1,1,0.024,0.024,0.19364506,0
38,38,0.809,0.825,0.825,6,6,0.128,0.13,0.13,0
50,50,0.926,0.926,0.88340336,3,3,0.056,0.056,0.11600149,0
37,37,0.822,0.838,0.8111098,1,1,0.022,0.023,0.07170612,0
43,43,0.935,0.951,0.970488,0,0,0,0,0,0
43,43,0.956,0.97,0.97,1,1,0.022,0.023,0.023,0
39,38.306,0.867,0.924,0.91732264,0,0,0,0,0,0
42,42,0.955,0.976,0.9566507,1,1,0.023,0.023,0.030300532,0
35,34.449,0.946,0.945,0.81135947,2,2,0.054,0.055,0.220123,0
44,44,0.936,0.936,0.936,3,3,0.064,0.064,0.064,0
36,36,0.857,0.857,0.8826143,2,2,0.048,0.048,0.09216429,0
41,41,0.976,0.984,0.9753123,0,0,0,0,0,0
48,47.772,0.96,0.96,0.8267267,1,1,0.02,0.02,0.20587833,0
55,55,0.873,0.901,0.8165672,2,2,0.032,0.033,0.11151962,0
49,49,0.831,0.844,0.83115196,2,2,0.034,0.034,0.044785842,0
37,37,0.925,0.925,0.8112003,2,2,0.05,0.05,0.2031897,0
42,42,0.955,0.955,0.86003244,1,1,0.023,0.023,0.21480237,0
34,33.591,0.895,0.947,0.82522875,1,1,0.026,0.028,0.12931094,0
44,44,0.978,0.978,0.8331755,1,1,0.022,0.022,0.22403423,0
46,45.027,0.939,0.938,0.81419086,1,1,0.02,0.021,0.13753033,0
38,38,0.864,0.864,0.864,3,3,0.068,0.068,0.068,0
42,42,0.955,0.955,0.81734544,2,2,0.045,0.045,0.14508516,0
42,42,0.933,0.945,0.8332692,2,1.449,0.044,0.033,0.2940779,0
41,41,0.911,0.911,0.911,0,0,0,0,0,0
43,43,0.956,0.956,0.91537213,2,2,0.044,0.044,0.04952367,0
36,36,0.923,0.923,0.87563777,1,1,0.026,0.026,0.114577204,0
42,42,0.955,0.975,0.90179676,1,1,0.023,0.023,0.100271426,0
41,39.468,0.911,0.951,0.80079085,2,2,0.044,0.048,0.11202111,0
42,42,0.913,0.925,0.8133825,1,1,0.022,0.022,0.085513465,0
36,36,0.923,0.972,0.814806,2,1.031,0.051,0.028,0.32527852,0
39,37.163,0.907,0.925,0.92176795,1,1,0.023,0.025,0.11641096,0
41,41,0.932,0.954,0.82941824,1,1,0.023,0.023,0.15847084,0
39,39,0.867,0.886,0.84093755,4,4,0.089,0.091,0.074375786,0
48,48,0.941,0.959,0.8496525,1,1,0.02,0.02,0.04066115,0
53,53,0.946,0.963,0.8610624,1,1,0.018,0.018,0.16522686,0
38,38,0.864,0.864,0.921916,3,2.972,0.068,0.068,0.071601495,0
44,43.123,0.898,0.915,0.82220775,2,2,0.041,0.042,0.17033456,0
43,42.158,0.956,0.955,0.8565868,1,1,0.022,0.023,0.16362777,0
43,43,0.977,0.977,0.81036556,1,1,0.023,0.023,0.14514486,0
41,40.06,0.953,0.952,0.8594059,1,1,0.023,0.024,0.04627186,0
39,39,0.886,0.886,0.83686477,3,3,0.068,0.068,0.16053155,0
44,43.013,0.936,0.955,0.8409999,1,1,0.021,0.022,0.06726487,0
42,42,0.977,0.977,0.8449951,1,1,0.023,0.023,0.1592522,0
54,53.371,0.964,0.964,0.93385506,1,1,0.018,0.018,0.027869135,0
39,39,0.867,0.867,0.8752236,3,3,0.067,0.067,0.07187494,0
38,37.54,0.864,0.873,0.8118793,4,4,0.091,0.093,0.118548445,0
46,46,0.958,0.958,0.8031205,1,1,0.021,0.021,0.35650298,0
38,38,0.826,0.826,0.826,5,5,0.109,0.109,0.109,0
52,52,0.945,0.945,0.83740705,1,1,0.018,0.018,0.12002904,0
37,37,0.902,0.948,0.94330186,0,0,0,0,0,0
37,37,0.841,0.841,0.841,6,6,0.136,0.136,0.136,0
43,43,0.935,0.955,0.8462696,1,1,0.022,0.022,0.09561954,0
41,41,0.932,0.948,0.8443606,2,2,0.045,0.046,0.064167395,0
46,45.795,0.958,0.958,0.958,2,2,0.042,0.042,0.042,0
44,43.074,0.863,0.877,0.85759664,4,4,0.078,0.081,0.11908767,0
45,45,0.818,0.847,0.82371515,4,3.115,0.073,0.059,0.13151062,0
34,34,0.791,0.818,0.818,5,5,0.116,0.12,0.12,0
39,38.415,0.867,0.865,0.865,2,2,0.044,0.045,0.045,0
40,40,0.909,0.929,0.929,2,2,0.045,0.046,0.046,0
39,39,0.886,0.906,0.8290658,2,1.06,0.045,0.025,0.21530332,0
40,40,0.952,0.972,0.98125947,0,0,0,0,0,0
37,37,0.822,0.822,0.822,4,4,0.089,0.089,0.089,0
40,40,0.909,0.909,0.8368922,1,1,0.023,0.023,0.03868667,0
38,38,0.927,0.927,0.80595005,1,1,0.024,0.024,0.1634679,0
40,40,0.851,0.851,0.851,5,5,0.106,0.106,0.106,0
41,41,0.932,0.932,0.8387162,2,2,0.045,0.045,0.070374794,0
40,40,0.889,0.908,0.8210734,3,3,0.067,0.068,0.19255018,0
44,44,0.978,0.978,0.9182384,1,1,0.022,0.022,0.039675493,0
44,44,0.978,0.978,0.97453254,0,0,0,0,0,0
51,50.36,0.895,0.909,0.8564933,3,3,0.053,0.054,0.16876037,0
42,41.14,0.933,0.932,0.88935184,1,1,0.022,0.023,0.078272216,0
43,43,0.896,0.914,0.8527354,2,2,0.042,0.043,0.05800798,0
41,41,0.891,0.9,0.8235799,2,1.573,0.043,0.035,0.052485768,0
46,46,0.868,0.884,0.80582259999999994,5,5,0.094,0.096,0.35271683,0
44,44,0.957,0.957,0.81216866,1,1,0.022,0.022,0.22189541,0
42,41.377,0.913,0.912,0.8327846,2,2,0.043,0.044,0.1441663,0
39,39,0.907,0.951,0.94868004,0,0,0,0,0,0
42,42,0.933,0.933,0.933,2,2,0.044,0.044,0.044,0
39,39,0.907,0.907,0.83198696,1,1,0.023,0.023,0.1685466,0
47,47,0.959,0.978,0.82301676,1,1,0.02,0.021,0.14668706,0
39,39,0.867,0.867,0.867,3,3,0.067,0.067,0.067,0
41,41,0.976,0.976,0.8608172,1,1,0.024,0.024,0.07153791,0
44,43.145,0.978,0.977,0.89838654,1,1,0.022,0.023,0.14010805,0
40,38.416,0.952,0.951,0.8060836,1,1,0.024,0.025,0.14732061,0
44,44,0.978,0.978,0.9172987,1,1,0.022,0.022,0.028378906,0
40,40,0.87,0.87,0.85602105,3,3,0.065,0.065,0.092675954,0
44,44,0.957,0.957,0.83694917,1,1,0.022,0.022,0.10406403,0
40,40,0.889,0.908,0.908,2,2,0.044,0.045,0.045,0
39,39,0.886,0.886,0.84466004,2,2,0.045,0.045,0.09210544,0
42,42,0.977,0.977,0.8907958,1,1,0.023,0.023,0.13579318,0
41,41,0.932,0.932,0.82277554,1,1,0.023,0.023,0.085730314,0
43,43,0.956,0.956,0.964829,0,0,0,0,0,0
41,41,0.911,0.965,0.85755116,1,1,0.022,0.024,0.3118549,0
41,40.415,0.891,0.89,0.89,3,3,0.065,0.066,0.066,0
39,39,0.951,0.951,0.8289324,1,1,0.024,0.024,0.41741884,0
41,41,0.891,0.911,0.8005638,2,2,0.043,0.044,0.17607161,0
59,58.449,0.952,0.983,0.9359308,1,1,0.016,0.017,0.030784788,0
38,37.284,0.905,0.903,0.8527581,1,1,0.024,0.024,0.041295566,0
38,37.408,0.905,0.947,0.8007405,1,1,0.024,0.025,0.1600323,0
